ProductId,ProductName,PriceRegular,PriceSale,Category1,Category2,Category3,Category4,Category5,Category6,ProductUnitSize,Energie (kcal),Energie (kJ),Vet,waarvan verzadigd,waarvan onverzadigd,Koolhydraten,waarvan suikers,Voedingsvezel,Eiwitten,Zout,Vitamine C,Kalium/Potassium,waarvan enkelvoudig onverzadigd,waarvan meervoudig onverzadigd,Alcohol,Calcium,Vitamine B2 / Riboflavine,Vitamine B12 / Cyano-Cobalamine,Fosfor,Ijzer,Vitamine A,Vitamine D,Vitamine B11 / Foliumzuur,Jodium,Vitamine E,Linolzuur,Alfa-Linoleenzuur,Vitamine B3 / Niacine,Magnesium,Zink,Omega 3 Vetzuren,Vitamine B6 / Pyridoxine,Vitamine B1 / Thiamine,Vitamine K,Vitamine B5 / Pantotheenzuur,Koper,Natrium,waarvan polyolen,Seleen,Vitamine H / Biotine,waarvan toegevoegde suikers,Omega 6 Vetzuren,Folaat,Mangaan,Chloride,Sulfaat,Nitraten,Bicarbonaat,Siliciumdioxide (Sio2),Ash,Lactose,Glucose,Maltodextrine,Vitamin D2,Vitamine B7 / Inositol,Molybdeen,Seleen (Organisch),Eicosapentaeenzuur,Docosahexaeenzuur,waarvan zetmeel,Cholesterol,Transvet,"Organic Acids, Total","Ph, Hydrogen Ion Concentration",Fluoride,Carnitine,Choline,Taurine,Nucleotide,Arachidonzuur,Wei-Eiwit,Caseïne,Palmitinezuur,Galactose In Voedingsvezel,Fructose In Voedingsvezel,Chroom,Tafelzout Gemengd Met Een Kleine Hoeveelheid Van Verschillende Jodiumbevattende Zouten,Betaglucanen,Vitamin A; Calculated By Summation Of The Vitamin A Activities Of Retinol And The Active Carotenoids,Niacine Equivalent,Vitamine D3,Galactooligosaccharides (Gos),Vita K-1,Safranal,Omega 9 Vetzuren,Collageen hydrolysaten,Plantaardige Eiwitten,Oligomere proanthocyanidinen (OPC),Ingredients,ContainedAllergens,MayContainAllergens,NonFoodIngredients,ImageLowURL,ImageMediumURL,ImageHighURL
833,AH Doperwten en wortelen,0.79,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,Groentemix (conserven),Doperwten/wortelen (conserven),NA,330 g,46,192,0.3 g,0.1 g,0.2 g,5.9 g,1.2 g,4.1 g,2.8 g,0.13 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: groente [doperwt, wortel (in wisselende verhoudingen)], water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353439?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
838,AH Doperwten,0.89,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Doperwten,Doperwten (conserven),NA,350 g,68,284,1 g,0.2 g,0.8 g,6.2 g,1.5 g,6.7 g,5.2 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: doperwt, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383434353039?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434353039?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383434353039?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
839,AH Doperwten,1.45,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Doperwten,Doperwten (conserven),NA,400 g,64,267,1 g,0.2 g,0.8 g,6.4 g,1.6 g,4.9 g,4.8 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: doperwt, water. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239393433333732?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393433333732?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393433333732?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
840,AH Hollandse bruine bonen,1.39,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Bruine bonen,NA,NA,800 g,104,439,1.1 g,0.7 g,0.4 g,14 g,0.5 g,6.8 g,6.2 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: bruine boon, water, verstevigingsmiddel (calciumchloride [E509]), antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383438353939?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438353939?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438353939?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
841,AH Hollandse bruine bonen,1.05,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Bruine bonen,NA,NA,680 g,104,439,1.1 g,0.7 g,0.4 g,14 g,0.5 g,6.8 g,6.2 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: bruine boon, water, verstevigingsmiddel (calciumchloride [E509]), antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383438363035?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438363035?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438363035?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
849,AH Hollandse bruine bonen,0.89,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Bruine bonen,NA,NA,360 g,120,506,0.7 g,0.1 g,0.5 g,18 g,0.9 g,7.9 g,6.5 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: bruine boon, water, verstevigingsmiddel (calciumchloride [E509]), antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383433353532?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353532?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383433353532?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
852,AH Partjes mandarijn op sap,1.29,NA,"Aardappel, groente, fruit",Fruit,Fruitconserven,Mandarijnen (conserven),NA,NA,300 g,44,185,0 g,0 g,0 g,9.6 g,8.7 g,1 g,0.8 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: mandarijn, druivensap uit concentraat. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383438353937?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438353937?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383438353937?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
857,AH Ananasschijven op sap,1.15,NA,"Aardappel, groente, fruit",Fruit,Fruitconserven,Ananas (conserven),NA,NA,227 g,57,243,0.1 g,0 g,0 g,13 g,13 g,1.6 g,0.3 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: ananas, ananassap. Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383735353631?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735353631?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383735353631?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
893,AH Aardappel salade,1.99,NA,"Salades, pizza, maaltijden",Salades,"Huzarensalades, rundvleessalades en slaatjes",Aardappelsalade,NA,NA,600 g,177,738,12 g,1 g,11 g,15 g,3.7 g,1.3 g,1.7 g,1.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 63% aardappel, water, raapolie, ui, suiker, vrije-uitloopeigeel, zout, maïszetmeel, azijn, gemodificeerd maïszetmeel, specerijen (o.a. mosterd), conserveermiddel (kaliumsorbaat [E202], natriumbenzoaat [E211], natriumdisulfiet [E223]), verdikkingsmiddel (xanthaangom [E415], guarpitmeel [E412]), voedingszuur (melkzuur [E270]), kruiden, limoensapconcentraat, natuurlijke aroma's, glucosestroop, ui-extract. Waarvan toegevoegde suikers 2.7g per 100 gram en waarvan toegevoegd zout 1.01g per 100 gram","Eieren, Mosterd","Noten, Pinda's, Amandel, Walnoot",NA,https://static.ah.nl/dam/product/AHI_43545239383738343237?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383738343237?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383738343237?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
903,AH Mayonaise zacht en romig,1.19,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Snacksauzen, mayonaise",Mayonaise,Mayonaise (in pot),NA,360 ml,618,2544,67 g,5.4 g,60 g,2.8 g,2.8 g,0 g,1 g,0.78 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 68% raapolie, water, 6% vrije-uitloopeigeel, suiker, zout, specerijen (o.a. mosterd), azijn, voedingszuur (citroenzuur [E330]), verdikkingsmiddel (xanthaangom [E415]), aroma's (selderij), conserveermiddel (kaliumsorbaat [E202]), kleurstof (bèta-caroteen [E160a]), antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 2.8g per 100 milliliter en waarvan toegevoegd zout 0.78g per 100 milliliter","Eieren, Selderij, Mosterd",NA,NA,https://static.ah.nl/dam/product/AHI_43545239393537323237?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393537323237?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393537323237?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
904,AH Mayonaise zacht en romig,1.49,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Snacksauzen, mayonaise",Mayonaise,Mayonaise (in pot),NA,"0,65 l",618,2544,67 g,5.4 g,60 g,2.8 g,2.8 g,0 g,1 g,0.78 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 68% raapolie, water, 6% vrije-uitloopeigeel, suiker, zout, specerijen (o.a. mosterd), azijn, voedingszuur (citroenzuur [E330]), verdikkingsmiddel (xanthaangom [E415]), aroma's (selderij), conserveermiddel (kaliumsorbaat [E202]), kleurstof (bèta-caroteen [E160a]), antioxidant (calciumdinatrium-EDTA [E385]). Waarvan toegevoegde suikers 2.8g per 100 milliliter en waarvan toegevoegd zout 0.78g per 100 milliliter","Eieren, Selderij, Mosterd",NA,NA,https://static.ah.nl/dam/product/AHI_43545239393537323134?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393537323134?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393537323134?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
906,AH Zonnebloemolie,1.55,NA,"Pasta, rijst en wereldkeuken","Olie, frituurvet, azijn",Zonnebloemolie,NA,NA,NA,1 l,828,3404,92 g,10 g,82 g,0 g,0 g,0 g,0 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ingrediënten: zonnebloemolie. Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter,NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239373335363131?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239373335363131?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239373335363131?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
910,AH Augurken zoetzuur,0.89,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,"Augurken, uitjes",Augurken,NA,670 g,34,144,0.2 g,0.1 g,0.1 g,6.3 g,6.3 g,0.9 g,0.6 g,0.7 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: augurk, water, suiker, azijn, zout, mosterdzaad, gedroogde groente (ui, paprika), verstevigingsmiddel (calciumchloride [E509]), aroma's. Waarvan toegevoegde suikers 4.9g per 100 gram en waarvan toegevoegd zout 0.70g per 100 gram",Mosterd,NA,NA,https://static.ah.nl/dam/product/AHI_43545239363338373934?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363338373934?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363338373934?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
913,AH Zilveruitjes zoetzuur,0.75,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,"Augurken, uitjes",Zilveruitjes,NA,320 g,34,142,0.2 g,0 g,0.2 g,5 g,4.6 g,1.5 g,1.5 g,0.7 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: zilverui, water, azijn, suiker, zout, antioxidant (natriumdisulfiet [E223]), aroma's. Waarvan toegevoegde suikers 2.3g per 100 gram en waarvan toegevoegd zout 0.70g per 100 gram",Sulfieten,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303934373539?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303934373539?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303934373539?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
914,AH Augurken partysticks zoetzuur,1.19,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,"Augurken, uitjes",Augurken,NA,670 g,30,128,0.2 g,0.1 g,0.1 g,5.4 g,5.4 g,0.9 g,0.6 g,0.7 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: augurk, water, azijn, suiker, zout, mosterdzaad, ui, zoetstof (sacharinen [E954]), aroma, kleurstof (riboflavine [E101]). Waarvan toegevoegde suikers 3.9g per 100 gram en waarvan toegevoegd zout 0.70g per 100 gram",Mosterd,NA,NA,https://static.ah.nl/dam/product/AHI_43545239363336363030?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363336363030?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363336363030?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
917,AH Augurken klein zoetzuur,0.75,NA,"Aardappel, groente, fruit",Groente,Groenteconserven,"Augurken, uitjes",Augurken,NA,340 g,38,159,0.2 g,0.04 g,0.07 g,8 g,7 g,0.5 g,0.7 g,0.7 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 52% augurk, water, azijn, suiker, zout, mosterdzaad, groente (rode paprika, ui), verstevigingsmiddel (calciumchloride [E509]), natuurlijk aroma. Waarvan toegevoegde suikers 4.9g per 100 gram en waarvan toegevoegd zout 0.69g per 100 gram",Mosterd,NA,NA,https://static.ah.nl/dam/product/AHI_43545239393533393332?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393533393332?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239393533393332?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
920,AH Rijkgevulde tomatensoep,1.99,NA,"Soepen, sauzen, kruiden, olie",Conserven,Soepen in blik,Tomatensoep in blik,NA,NA,800 ml,49,205,1.1 g,0.4 g,0.6 g,7.6 g,4.7 g,0.8 g,1.7 g,0.73 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 43% tomatenpuree, water, groente (10% tomaat, 1,8% ui, 0,6% prei), 3,5% varkensvleesᵃ, suiker, citroensap, durumtarwegriesmeel, gemodificeerd maïszetmeel, 0,7% rundvleesᵃ, zout, natuurlijk aroma, specerijen, varkenscollageen, varkenseiwit, raapolie, gehydrolyseerd plantaardig eiwit (zonnebloem, raap, maïs), scharrelei-eiwitpoeder, voedingszuur (citroenzuur [E330], melkzuur [E270]), laurier, kleurstof (carotenen [E160a], paprika-extract [E160c]), gistextract.ᵃBeter Leven keurmerk 1 ster. Waarvan toegevoegde suikers 2.3g per 100 milliliter en waarvan toegevoegd zout 0.62g per 100 milliliter","Eieren, Glutenbevattende Granen, Tarwe",NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303437303431?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303437303431?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303437303431?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
921,AH Kippensoep,1.95,NA,"Soepen, sauzen, kruiden, olie",Conserven,Soepen in blik,Kippensoep in blik,NA,NA,800 ml,21,87,0.6 g,0.1 g,0.4 g,2.1 g,0.2 g,0.2 g,1.6 g,0.8 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: water, 5,1% kippenvleesᵃ, groente (3,2% wortel, 1,1% prei), durumtarwegriesmeel, zout, gemodificeerd aardappelzetmeel, aardappelzetmeel, gistextract, kippenvet, scharrelei-eiwitpoeder, aroma, kaliumchloride (dieetzout), uienpoeder, bieslook, kleurstof (carotenen [E160a]), natuurlijk aroma.ᵃBeter Leven keurmerk 1 ster. Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.71g per 100 milliliter","Eieren, Glutenbevattende Granen, Tarwe",NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303437303433?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303437303433?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303437303433?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
